Node,DC,BC,CC,C,S+,S-,C
87,0.1481481481481481,0.3650488400488402,0.3648648648648648,0.9727430217551196,0.0112457342120669,0.4013361048690612,0.9727430217551196
84,0.1851851851851851,0.3224189390856057,0.375,0.8840527534541841,0.046700214889142,0.3560710132373378,0.8840527534541841
100,0.1851851851851851,0.241550219327997,0.3375,0.6648816208865419,0.1352918579390113,0.2684217739331658,0.6648816208865419
111,0.1111111111111111,0.218705060371727,0.3375,0.5978369517166191,0.1618876633676119,0.2406546986386039,0.5978369517166191
112,0.1851851851851851,0.1457168859946638,0.3103448275862069,0.4083843759597006,0.2402764318035425,0.1658596167386365,0.4083843759597006
12,0.074074074074074,0.1424501424501424,0.28125,0.3885926165626577,0.246179987893487,0.1564647863803516,0.3885926165626577
109,0.1481481481481481,0.1288133677022566,0.3068181818181818,0.3590416577632299,0.2590381506710427,0.1451037936666658,0.3590416577632299
3,0.1111111111111111,0.1182200515533848,0.28125,0.3263638197547228,0.2713344950020109,0.1314563629700408,0.3263638197547228
20,0.1851851851851851,0.1108663455885678,0.2934782608695652,0.317480613350265,0.2784554798422922,0.1295263083515045,0.317480613350265
96,0.1111111111111111,0.1060880477547144,0.27,0.2937785988775138,0.2845822198915536,0.1183823737036439,0.2937785988775138
94,0.1111111111111111,0.1039072039072039,0.2934782608695652,0.2879459739054359,0.2869615475741842,0.1160437540713883,0.2879459739054359
19,0.074074074074074,0.0981820648487315,0.2647058823529412,0.2687362786514122,0.2942932224369198,0.1081514959940558,0.2687362786514122
85,0.074074074074074,0.0981176231176231,0.3253012048192771,0.2685987740943676,0.2943584165975474,0.1080997775804405,0.2685987740943676
99,0.1111111111111111,0.0925620675620675,0.3033707865168539,0.2576255985424507,0.2993523784168647,0.1038840179744006,0.2576255985424507
95,0.1481481481481481,0.0890697779586668,0.28125,0.2544477267079597,0.3025429962017656,0.1032541652311477,0.2544477267079597
93,0.1111111111111111,0.0888809749920861,0.27,0.2477983040585933,0.3033765748039551,0.0999415464404655,0.2477983040585933
86,0.1111111111111111,0.0829093745760412,0.3292682926829268,0.2319755570925054,0.3098962926684994,0.0936016630675593,0.2319755570925054
75,0.1111111111111111,0.0791208791208791,0.27,0.2218978972410676,0.3140399648488111,0.0895574084718794,0.2218978972410676
13,0.074074074074074,0.074074074074074,0.225,0.2035541819923327,0.3205475927371365,0.0819249741212039,0.2035541819923327
14,0.1111111111111111,0.0688853841631619,0.2934782608695652,0.194968132352329,0.3252227524775131,0.0787646740424139,0.194968132352329
72,0.1111111111111111,0.0393512865735087,0.3068181818181818,0.1198200803732844,0.3575052153231725,0.0486676674606002,0.1198200803732844
71,0.074074074074074,0.01335639668973,0.2327586206896551,0.0455839407817554,0.3867539226123297,0.018471784642761,0.0455839407817554
113,0.074074074074074,0.0130494505494505,0.2596153846153846,0.0449858152859316,0.3870862111910794,0.0182336441438161,0.0449858152859316
76,0.074074074074074,0.0076583909917243,0.2177419354838709,0.0344970034303609,0.3929741534205194,0.0140407961101683,0.0344970034303609
108,0.037037037037037,0.0,0.2389380530973451,0.0023175138546002,0.4024320637105798,0.0009348083144046,0.0023175138546002
15,0.037037037037037,0.0,0.2288135593220339,0.0018838678967929,0.4024331274468442,0.0007595617634248,0.0018838678967929
21,0.037037037037037,0.0,0.2142857142857142,0.0012609649937776,0.4024347871362566,0.0005080968712252,0.0012609649937776
2,0.037037037037037,0.0,0.184931506849315,0.0,0.4024386200881436,0.0,0.0
