Node,DC,BC,CC,C,S+,S-,C
73,0.2916666666666666,0.4164423740510696,0.4067796610169492,0.9997357801664438,0.0001097212543717,0.4151552983882927,0.9997357801664438
89,0.1666666666666666,0.3556331953071084,0.4137931034482758,0.8368980445589614,0.0685064089110383,0.3515155873047178,0.8368980445589614
70,0.2083333333333333,0.3240769496204277,0.3934426229508196,0.7748336694418485,0.0935633425944772,0.3219665564030711,0.7748336694418485
78,0.25,0.2919772256728778,0.3529411764705882,0.7041076399334502,0.1229712221465406,0.2926232261821789,0.7041076399334502
88,0.25,0.1760351966873705,0.3636363636363636,0.4344750374835717,0.2368036000812355,0.181928756183863,0.4344750374835717
71,0.125,0.1746808143547273,0.3870967741935484,0.4173282660666543,0.2419985377533549,0.1733271484949472,0.4173282660666543
72,0.2083333333333333,0.1341097308488612,0.3478260869565217,0.3332153761040821,0.2786832988818331,0.1392676989284198,0.3332153761040821
16,0.125,0.1310386473429951,0.3116883116883117,0.3151645010381151,0.2843207184779907,0.1308457250095056,0.3151645010381151
8,0.125,0.1214285714285714,0.32,0.292726201805059,0.2936626733111999,0.1215409918898397,0.292726201805059
87,0.1666666666666666,0.0978260869565217,0.2637362637362637,0.2442198313831384,0.3152717693751145,0.1018756796669623,0.2442198313831384
74,0.125,0.0923913043478261,0.2758620689655172,0.2252384876527293,0.3219358516228258,0.0935931163139872,0.2252384876527293
29,0.0833333333333333,0.0833333333333333,0.2696629213483146,0.1993029527767001,0.3324441157357731,0.0827492671905667,0.1993029527767001
15,0.125,0.0773895790200138,0.2891566265060241,0.1907619552279001,0.3365592900050341,0.0793372341133011,0.1907619552279001
91,0.0833333333333333,0.0557971014492753,0.3076923076923077,0.1349555048698236,0.3591805135722938,0.0560357158752358,0.1349555048698236
90,0.0833333333333333,0.0477053140096618,0.3037974683544304,0.1162026644982723,0.3670484283258342,0.0482599388548187,0.1162026644982723
102,0.0833333333333333,0.0422705314009661,0.2926829268292683,0.1036848215695142,0.3723357443700521,0.0430714174522429,0.1036848215695142
22,0.0833333333333333,0.0154848171152518,0.25,0.0452290206289585,0.3984179296721658,0.0188736913348163,0.0452290206289585
23,0.0833333333333333,0.0056763285024154,0.2307692307692307,0.0296122962599119,0.4079782317753554,0.0124498406362357,0.0296122962599119
79,0.0833333333333333,0.0041666666666666,0.2926829268292683,0.0282966463893308,0.4094441364621166,0.0119232849229164,0.0282966463893308
81,0.0833333333333333,0.0041666666666666,0.2926829268292683,0.0282966463893308,0.4094441364621166,0.0119232849229164,0.0282966463893308
92,0.0833333333333333,0.0041666666666666,0.2926829268292683,0.0282966463893308,0.4094441364621166,0.0119232849229164,0.0282966463893308
105,0.0416666666666666,0.0,0.24,0.0011094400518273,0.4151528484766397,0.0004610987591614,0.0011094400518273
7,0.0416666666666666,0.0,0.2181818181818181,0.0002884014552169,0.4151552242248013,0.0001197659114705,0.0002884014552169
28,0.0416666666666666,0.0,0.2142857142857142,0.0001416463500865,0.4151556779954493,5.881361723998049e-05,0.0001416463500865
106,0.0416666666666666,0.0,0.2105263157894736,0.0,0.4151561243272447,0.0,0.0
