Node,DC,BC,CC,C,S+,S-,C
101,0.081081081081081,0.3849259974259973,0.3109243697478991,0.8976528316344142,0.0403356883429735,0.3537708510670259,0.8976528316344142
51,0.081081081081081,0.3490990990990991,0.2661870503597122,0.8604143318685018,0.0520618593999961,0.3209123871462229,0.8604143318685018
17,0.1621621621621621,0.3240109156775824,0.3457943925233644,0.8376025820846809,0.0582051967987271,0.3002068860157777,0.8376025820846809
98,0.1891891891891892,0.2554912054912054,0.3363636363636363,0.6678857233196759,0.119105191944446,0.2395219442779768,0.6678857233196759
39,0.1621621621621621,0.2545045045045045,0.1978609625668449,0.6624009022830435,0.1208463010858699,0.2371117085862638,0.6624009022830435
97,0.2162162162162162,0.2353395061728394,0.3557692307692308,0.6192348919572509,0.1373321994620311,0.2233421285192307,0.6192348919572509
77,0.1351351351351351,0.1678857428857429,0.2890625,0.43965073594257,0.2007268586732497,0.1574905452719391,0.43965073594257
86,0.1351351351351351,0.1392428142428143,0.3303571428571428,0.3676276749911031,0.2268511450344391,0.1318792042597801,0.3676276749911031
52,0.054054054054054,0.1351351351351351,0.2269938650306748,0.3466027564535968,0.2343878336813769,0.1243339638107655,0.3466027564535968
46,0.054054054054054,0.1351351351351351,0.2269938650306748,0.3466027564535968,0.2343878336813769,0.1243339638107655,0.3466027564535968
100,0.081081081081081,0.12343295676629,0.3057851239669421,0.3198775846062955,0.243436432955009,0.1144938858304558,0.3198775846062955
90,0.1081081081081081,0.1114364364364364,0.2761194029850746,0.2934709828545065,0.2531526623535345,0.105152030320402,0.2934709828545065
94,0.2162162162162162,0.073065923065923,0.3217391304347826,0.2345382654461823,0.2863126851570169,0.087726502215173,0.2345382654461823
96,0.1891891891891892,0.0743636493636493,0.2868217054263566,0.2269030584481239,0.2852370043687461,0.08371673097546,0.2269030584481239
57,0.1351351351351351,0.0698942990609657,0.3057851239669421,0.1984802530500269,0.2902355453213383,0.0718709984360339,0.1984802530500269
18,0.1891891891891892,0.047168001334668,0.3135593220338983,0.1732420982091215,0.3101941287421575,0.0649992961652207,0.1732420982091215
56,0.054054054054054,0.054054054054054,0.228395061728395,0.1405303350279659,0.3076044117319427,0.0502958426556879,0.1405303350279659
80,0.054054054054054,0.054054054054054,0.2202380952380952,0.1405216934362639,0.3076053339857921,0.0502923949465682,0.1405216934362639
42,0.054054054054054,0.054054054054054,0.167420814479638,0.1404855297811639,0.3076126905693682,0.0502785389884642,0.1404855297811639
16,0.1351351351351351,0.0307885266218599,0.3217391304347826,0.1165025091612894,0.3260258072848543,0.0429914346038075,0.1165025091612894
9,0.1081081081081081,0.0374636541303207,0.2913385826771653,0.1161185206417569,0.3206269484542243,0.042121854345695,0.1161185206417569
24,0.1351351351351351,0.0298048048048048,0.3008130081300813,0.1147583954263258,0.3269272096710898,0.0423812457629897,0.1147583954263258
21,0.1351351351351351,0.0271938605271938,0.3135593220338983,0.1104470303504615,0.3293172290767919,0.040888076635958,0.1104470303504615
22,0.1081081081081081,0.0136386386386386,0.2936507936507936,0.073979130701292,0.3423960229255563,0.0273537681184175,0.073979130701292
104,0.054054054054054,0.0166690500023833,0.2720588235294117,0.048539966711444,0.3415377650906439,0.01742399172659,0.048539966711444
95,0.081081081081081,0.0026693360026693,0.2824427480916031,0.0445505571344789,0.3532534280950237,0.0164714492732327,0.0445505571344789
91,0.081081081081081,0.0026693360026693,0.2824427480916031,0.0445505571344789,0.3532534280950237,0.0164714492732327,0.0445505571344789
11,0.054054054054054,0.0110235235235235,0.2569444444444444,0.0363351669334206,0.3466702969475152,0.0130712698837025,0.0363351669334206
85,0.054054054054054,0.0077577577577577,0.2534246575342466,0.0302501425285725,0.3496396552776912,0.0109065748494866,0.0302501425285725
99,0.054054054054054,0.0002502502502502,0.2551724137931034,0.0226721116935565,0.3564668634413931,0.0082693399417872,0.0226721116935565
114,0.027027027027027,0.0,0.2587412587412587,0.005189385116183,0.3578777938745017,0.0018668535188093,0.005189385116183
38,0.027027027027027,0.0,0.2256097560975609,0.0036968676020258,0.3578805761791723,0.0013279463493071,0.0036968676020258
40,0.027027027027027,0.0,0.1868686868686868,0.0019459826886028,0.3578848587533391,0.0006977956378785,0.0019459826886028
79,0.027027027027027,0.0,0.1813725490196078,0.0016970916482212,0.3578855561820518,0.0006083970940426,0.0016970916482212
53,0.027027027027027,0.0,0.1659192825112107,0.0009966340904217,0.3578876367699301,0.0003570388564413,0.0009966340904217
45,0.027027027027027,0.0,0.1659192825112107,0.0009966340904217,0.3578876367699301,0.0003570388564413,0.0009966340904217
10,0.027027027027027,0.0,0.1659192825112107,0.0009966340904217,0.3578876367699301,0.0003570388564413,0.0009966340904217
103,0.027027027027027,0.0,0.1439688715953307,0.0,0.3578908955702164,0.0,0.0
