Node,DC,BC,CC,C,S+,S-,C
62,0.4615384615384615,0.1431623931623931,0.5192307692307692,1.0,0.0,0.591424414380756,1.0
60,0.3846153846153846,0.0405982905982905,0.4450549450549451,0.2960146474560833,0.4205804473257256,0.1768473909182363,0.2960146474560833
66,0.3846153846153846,0.0405982905982905,0.4450549450549451,0.2960146474560833,0.4205804473257256,0.1768473909182363,0.2960146474560833
49,0.3076923076923077,0.0288461538461538,0.4450549450549451,0.2142619237163042,0.4692620425736547,0.1279624737602395,0.2142619237163042
59,0.3076923076923077,0.0288461538461538,0.4450549450549451,0.2142619237163042,0.4692620425736547,0.1279624737602395,0.2142619237163042
61,0.3076923076923077,0.0288461538461538,0.4450549450549451,0.2142619237163042,0.4692620425736547,0.1279624737602395,0.2142619237163042
67,0.3076923076923077,0.0288461538461538,0.4450549450549451,0.2142619237163042,0.4692620425736547,0.1279624737602395,0.2142619237163042
38,0.1538461538461538,0.0256410256410256,0.173076923076923,0.1792469726612012,0.485430172863835,0.1060147036025837,0.1792469726612012
48,0.1538461538461538,0.0256410256410256,0.173076923076923,0.1792469726612012,0.485430172863835,0.1060147036025837,0.1792469726612012
58,0.3076923076923077,0.0192307692307692,0.3894230769230769,0.1522266734039903,0.5086963043886739,0.0913418053631365,0.1522266734039903
65,0.2307692307692307,0.0128205128205128,0.3894230769230769,0.1060606459944809,0.53572369196358,0.0635604648006746,0.1060606459944809
63,0.0769230769230769,0.0,0.3115384615384615,0.0287653646359602,0.5906173689309583,0.01749250218127,0.0287653646359602
37,0.0769230769230769,0.0,0.1153846153846153,0.0,0.591424414380756,0.0,0.0
45,0.0769230769230769,0.0,0.1153846153846153,0.0,0.591424414380756,0.0,0.0
