S+,S-,C
0.004620009854007832,0.5520445405103335,0.9917005495482262
0.16704638223580037,0.3879065232186129,0.6989899852870984
0.3663767265627851,0.18966619211412922,0.34109991467103595
0.36894884729826094,0.18591148707648017,0.3350599701562365
0.37778180956238794,0.17500513108736576,0.3165869491809308
0.48123536539471407,0.07916231489409539,0.14126096106125546
0.4803826566929143,0.07461560657194405,0.1344429550698174
0.49289581234258223,0.06294133108285613,0.11323700085059045
0.5107464270871194,0.04318566331468406,0.07796201748008254
0.5136658582422928,0.04001322721716842,0.07226790440163389
0.5136658582422928,0.04001322721716842,0.07226790440163389
0.5229170057603679,0.03250491821535519,0.0585229297084354
0.5347772932282866,0.03168722869845579,0.05593859363103012
0.5282790657619065,0.03043601220932387,0.05447501492145356
0.5326043533400332,0.0264515483004412,0.04731467501339793
0.5505352931655639,0.019087650145301085,0.03350927200080181
0.5470345037630805,0.01710252817337053,0.03031626573895453
0.5489045504794163,0.013582165274274484,0.024146641856377677
0.5466981920611529,0.01041125927203995,0.01868799613276215
0.5505967143276174,0.009970691868244707,0.01778678488624248
0.5505967143276174,0.009970691868244707,0.01778678488624248
0.5487338897120809,0.009570841956049144,0.017142684654405337
0.5506870761585468,0.008765967148596347,0.015668816629859274
0.5517448347598383,0.008588436818890736,0.015327372573634559
0.5517448347598383,0.008588436818890736,0.015327372573634559
0.5517448347598383,0.008588436818890736,0.015327372573634559
0.5517448347598383,0.008588436818890736,0.015327372573634559
0.5517448347598383,0.008588436818890736,0.015327372573634559
0.5517860741971093,0.007855178609845465,0.014036096464381025
0.5517860741971093,0.007855178609845465,0.014036096464381025
0.5518245362651705,0.007215767881100069,0.012907419782764166
0.5518666952303816,0.0065678458676813045,0.011761174111412942
0.5521454413778809,0.004291912938553455,0.0077132006060699025
0.5525000339327474,0.002804354620031849,0.00505012147903331
