S+,S-,C
0.00182812750139065,0.44162167426592025,0.9958774871606552
0.030467367921935495,0.4150308592850487,0.9316105742710846
0.05422017223844496,0.38911569371815824,0.8776995582763151
0.13051413832436046,0.3114505616992643,0.7046955598096771
0.2593743908951722,0.18255122169965124,0.413081334272024
0.25948742356969207,0.18231585399976513,0.41266297299277666
0.44114464106015006,0.014277851567351443,0.03135078262159872
0.44125564146665675,0.010399318034624397,0.023024917175950767
0.44131796966945447,0.008619755590196692,0.01915766361938729
0.44172122529521357,0.0,0.0
0.44172122529521357,0.0,0.0
