S+,S-,C
0.04033568834297356,0.35377085106702594,0.8976528316344142
0.05206185939999611,0.3209123871462229,0.8604143318685018
0.058205196798727106,0.3002068860157777,0.8376025820846809
0.11910519194444606,0.23952194427797688,0.6678857233196759
0.12084630108586997,0.2371117085862638,0.6624009022830435
0.1373321994620311,0.2233421285192307,0.6192348919572509
0.20072685867324974,0.15749054527193915,0.43965073594257
0.22685114503443912,0.13187920425978017,0.36762767499110316
0.23438783368137697,0.12433396381076553,0.3466027564535968
0.23438783368137697,0.12433396381076553,0.3466027564535968
0.24343643295500905,0.11449388583045586,0.3198775846062955
0.25315266235353456,0.10515203032040207,0.2934709828545065
0.2863126851570169,0.08772650221517303,0.23453826544618236
0.28523700436874616,0.08371673097546008,0.22690305844812395
0.29023554532133833,0.07187099843603391,0.19848025305002698
0.31019412874215757,0.0649992961652207,0.17324209820912154
0.30760441173194275,0.05029584265568798,0.14053033502796594
0.30760533398579215,0.05029239494656822,0.1405216934362639
0.30761269056936824,0.05027853898846426,0.14048552978116396
0.3260258072848543,0.04299143460380758,0.1165025091612894
0.32062694845422435,0.04212185434569505,0.11611852064175691
0.3269272096710898,0.042381245762989725,0.11475839542632582
0.3293172290767919,0.040888076635958,0.11044703035046158
0.3423960229255563,0.02735376811841756,0.07397913070129203
0.3415377650906439,0.017423991726590007,0.04853996671144405
0.35325342809502375,0.01647144927323274,0.04455055713447897
0.35325342809502375,0.01647144927323274,0.04455055713447897
0.3466702969475152,0.013071269883702588,0.036335166933420614
0.34963965527769125,0.010906574849486641,0.030250142528572527
0.3564668634413931,0.00826933994178723,0.022672111693556568
0.3578777938745017,0.0018668535188093773,0.005189385116183076
0.35788057617917235,0.0013279463493071201,0.0036968676020258827
0.35788485875333914,0.000697795637878554,0.00194598268860281
0.3578855561820518,0.0006083970940426674,0.001697091648221218
0.35788763676993013,0.0003570388564413181,0.0009966340904217347
0.35788763676993013,0.0003570388564413181,0.0009966340904217347
0.35788763676993013,0.0003570388564413181,0.0009966340904217347
0.3578908955702164,0.0,0.0
