Node,DC,BC,CC,C
62,0.46153846153846156,0.14316239316239315,0.5192307692307692,1.0
60,0.38461538461538464,0.04059829059829059,0.4450549450549451,0.2960146474560833
66,0.38461538461538464,0.04059829059829059,0.4450549450549451,0.2960146474560833
49,0.3076923076923077,0.028846153846153844,0.4450549450549451,0.2142619237163042
59,0.3076923076923077,0.028846153846153844,0.4450549450549451,0.2142619237163042
61,0.3076923076923077,0.028846153846153844,0.4450549450549451,0.2142619237163042
67,0.3076923076923077,0.028846153846153844,0.4450549450549451,0.2142619237163042
38,0.15384615384615385,0.02564102564102564,0.17307692307692307,0.17924697266120124
48,0.15384615384615385,0.02564102564102564,0.17307692307692307,0.17924697266120124
58,0.3076923076923077,0.019230769230769232,0.3894230769230769,0.15222667340399038
65,0.23076923076923078,0.01282051282051282,0.3894230769230769,0.10606064599448091
63,0.07692307692307693,0.0,0.31153846153846154,0.02876536463596023
37,0.07692307692307693,0.0,0.11538461538461539,0.0
45,0.07692307692307693,0.0,0.11538461538461539,0.0
