Node,w_Node,DC,BC,CC,EC,C
107,107,0.258791480931154,0.4805180785560152,0.4596994535519125,0.0002606939911967,0.9279133062690806
1684,1684,0.1961367013372957,0.3377974497301992,0.3936056145823179,7.1642597901192735e-06,0.6960689425707091
3437,3437,0.1354631005448241,0.236115357358929,0.3144125204391497,9.531612931089674e-08,0.4885255106205973
1912,1912,0.1869737493808816,0.2292953395868782,0.3509473318268729,0.0954069614906762,0.48082748166161837
1085,1085,0.0163447251114413,0.149015092116653,0.357851825593761,3.164082069220599e-06,0.30847809019680794
0,0,0.0859336305101535,0.1463059214744291,0.3533426671333566,3.391796172270201e-05,0.3031982592708572
698,698,0.016840019811788,0.115330450205608,0.2711887172599059,1.1168762919222951e-09,0.23886835505755077
567,567,0.0156017830609212,0.0963103312185621,0.3288809252321225,9.932294827390031e-06,0.19952261814229308
58,58,0.0029717682020802,0.0843602059079648,0.3974018305284913,0.0005898120154985,0.17477504324696655
428,428,0.0284794452699356,0.0643090623932386,0.3948371956585509,0.0005990064686115,0.13333984176120883
563,563,0.0225359088657751,0.0627802284724078,0.3939127889961955,0.000601194972395,0.13014843401800535
860,860,0.0004952947003467,0.0578259068709116,0.314927468413664,4.601211633682454e-08,0.11982801748644382
414,414,0.0393759286775631,0.0476333729717234,0.3695433330282786,1.2134149798971189e-05,0.09889149656849186
1577,1577,0.04210004952947,0.0397847050293703,0.3571870853604599,0.0071622744965682,0.08291645395861728
348,348,0.0567112431896978,0.037998097480919,0.3699157200439721,1.45877999433458e-05,0.07918570656690817
1718,1718,0.0383853392768697,0.0373428706779622,0.3566507684154743,0.0045246142054302,0.07770757177864009
2266,2266,0.0579494799405646,0.0017078201895933,0.2817078275429049,0.0869832776788655,0.06707534734575983
2206,2206,0.0520059435364041,1.218384937248003e-05,0.2633363766792748,0.0860523927058434,0.06602992730121074
2233,2233,0.0549777117384844,0.0001141864844827,0.2635426184571204,0.0851734091275659,0.06546426724746071
2142,2142,0.054730064388311,8.992278144016344e-05,0.2635254193043138,0.0841931189799179,0.06476170345108932
2464,2464,0.0500247647350173,8.217091110782286e-06,0.2631990614000782,0.0842787747567609,0.06474257108241199
2218,2218,0.0507677067855373,1.4677835806484195e-05,0.2632505378447096,0.0841557356805503,0.06466650922232955
2078,2078,0.050520059435364,1.3204916504834854e-05,0.2632333767926988,0.0841361704172497,0.06464887333274598
2123,2123,0.0502724120851906,1.0548338908604308e-05,0.2632162179779675,0.0836714123820622,0.0643145325227342
2410,2410,0.0512630014858841,2.0825042020004427e-05,0.2632848666623198,0.0835175116214819,0.06422066360155446
1993,1993,0.0502724120851906,1.7699084201704577e-05,0.2632162179779675,0.0835324284081597,0.06421656083384356
2244,2244,0.0495294700346706,8.803135012512038e-06,0.2631647549530761,0.0833418600800428,0.06406925744754233
2507,2507,0.0497771173848439,1.2895423911585726e-05,0.2631819070585935,0.083273115681449,0.06402435183146477
2240,2240,0.0497771173848439,1.1615429569137656e-05,0.2631819070585935,0.0830568513543221,0.06387022944766971
2229,2229,0.0512630014858841,3.506630843377365e-05,0.2632848666623198,0.0830077353363039,0.06385972355128096
2340,2340,0.0490341753343239,9.221639254696471e-06,0.2631304574481949,0.083053354092048,0.06385691553049953
1985,1985,0.0554730064388311,0.0001324461868797,0.2635770234986945,0.0827378099461386,0.06374461802287443
2088,2088,0.0490341753343239,1.1498076068114056e-05,0.2631304574481949,0.0824694987265478,0.06344122529216639
2073,2073,0.0482912332838038,8.662498660287812e-06,0.2630790279497035,0.0822557446492564,0.06327801658702749
2220,2220,0.0482912332838038,7.192507898063135e-06,0.2630790279497035,0.0821558981354793,0.06320662863063164
2131,2131,0.0490341753343239,1.697400542700466e-05,0.2631304574481949,0.0821330009192856,0.06320200496410874
2604,2604,0.0485388806339772,1.5016353473009551e-05,0.263096168881939,0.0820704176747601,0.06315011121630973
2059,2059,0.0477959385834571,5.698009606767324e-06,0.2630447527848348,0.0820646782821739,0.06313446392773209
2309,2309,0.0492818226844972,2.563811193168281e-05,0.2631476050830889,0.082021824991743,0.06312733273677544
2590,2590,0.0487865279841505,9.814358384981505e-06,0.2631133120479572,0.0820021743665391,0.06310429560843646
2347,2347,0.0720653789004457,0.0031998747402823,0.2834081976417743,0.0803215972394895,0.06300336895595204
2369,2369,0.0487865279841505,1.0116862726430774e-05,0.2631133120479572,0.0817572071869911,0.06292957351504481
2611,2611,0.0512630014858841,3.770136741730742e-05,0.2632848666623198,0.0815464658495108,0.0628188102117081
2602,2602,0.0490341753343239,1.7202387833817157e-05,0.2631304574481949,0.0814938140802604,0.0627460186930016
2607,2607,0.0482912332838038,9.4624460837597e-06,0.2630790279497035,0.0812453765364386,0.06255709521207449
2090,2090,0.0468053491827637,5.5063191091033404e-06,0.2629762292412895,0.0809975287720956,0.06235874899557859
2188,2188,0.0480435859336305,8.624614054224963e-06,0.2630618892508143,0.080965415424571,0.06235350550576019
2560,2560,0.0497771173848439,4.749728289739481e-05,0.2631819070585935,0.0807863931577275,0.0622554181147493
2201,2201,0.0470529965329371,6.426527679690906e-06,0.2629933567799922,0.0807426064680827,0.06218008640413305
1983,1983,0.0492818226844972,2.5672788453269383e-05,0.2631476050830889,0.080399174717345,0.061968761469745955
2586,2586,0.046310054482417,4.796326073868388e-06,0.2629419808556358,0.0804230904312914,0.06194111196652235
1946,1946,0.0473006438831104,7.29745761675149e-06,0.26301048654986,0.0803735605402167,0.061919777339935075
686,686,0.04210004952947,0.0297218983751225,0.2169101847872797,9.35331448486943e-12,0.06191143525862113
1943,1943,0.0475482912332838,1.0939467004464003e-05,0.2630276185513288,0.0802561261179769,0.06183972044821455
2324,2324,0.0487865279841505,5.113911268040703e-05,0.2631133120479572,0.0801825427597831,0.06180977763193098
2150,2150,0.0475482912332838,1.6439058852728304e-05,0.2630276185513288,0.0801548233973176,0.0617679224578699
2601,2601,0.0470529965329371,7.5047229081355956e-06,0.2629933567799922,0.0801425592037846,0.06175107698809683
2118,2118,0.0465577018325903,6.712147207619148e-06,0.2629591039333159,0.0800758860724455,0.06169635097960938
1938,1938,0.0468053491827637,7.296319413084938e-06,0.2629762292412895,0.0800101709843307,0.06165284720361661
2172,2172,0.0477959385834571,1.0658525110059083e-05,0.2630447527848348,0.0798921650120149,0.061582818904812625
1917,1917,0.0470529965329371,7.645647272384068e-06,0.2629933567799922,0.0797554366921079,0.06147403830015025
2030,2030,0.046310054482417,7.068610905678322e-06,0.2629419808556358,0.0796511143411626,0.06138886210456042
1962,1962,0.046310054482417,7.2316430506337e-06,0.2629419808556358,0.0795750251031552,0.06133438959637462
2331,2331,0.0470529965329371,1.0036571330333145e-05,0.2629933567799922,0.0794340053714841,0.06124416783053482
2624,2624,0.0465577018325903,2.742057500447806e-05,0.2629591039333159,0.0794020347506346,0.06121637794281441
2542,2542,0.0485388806339772,0.001357023717765,0.2809629835791817,0.0789914178299847,0.061163496642173826
2625,2625,0.0460624071322436,5.587701375417559e-06,0.2629248600078135,0.0792739308066386,0.06111504837002442
2593,2593,0.0458147597820703,4.948710593284079e-06,0.2629077413894133,0.0791299179612949,0.06100832548413896
2290,2290,0.0455671124318969,4.688751107706833e-06,0.262890625,0.0790392101795128,0.06093984636016166
2564,2564,0.0465577018325903,9.512819413383602e-06,0.2629591039333159,0.078951367088504,0.060891288762652686
2275,2275,0.0458147597820703,5.817970183908292e-06,0.2629077413894133,0.078910683427438,0.06085126984571994
2428,2428,0.0473006438831104,1.3973558852207656e-05,0.26301048654986,0.0787252425365025,0.060740316399196206
2064,2064,0.0460624071322436,8.002095038000836e-06,0.2629248600078135,0.0786887006629601,0.06069581450595632
2615,2615,0.0458147597820703,6.947636157362954e-06,0.2629077413894133,0.0786456512583584,0.06066134903295068
2184,2184,0.0460624071322436,9.758362102206806e-06,0.2629248600078135,0.077996522079074,0.06019938377332105
2104,2104,0.0448241703813769,4.857828325285148e-06,0.2628392892013279,0.0775999375515807,0.05989664087350682
2414,2414,0.0453194650817236,8.140215083049222e-06,0.262873510839138,0.0775519009733941,0.0598694196472718
2543,2543,0.0728083209509658,0.0076046266573784,0.2912999567162025,0.0728713059784168,0.05972080037330188
2323,2323,0.0453194650817236,5.85621386413054e-06,0.262873510839138,0.0773340430795358,0.05971260866499889
594,594,0.0019811788013868,0.0288031981635165,0.2886966468863945,7.497967512298796e-06,0.0597039207630073
2103,2103,0.0455671124318969,1.0416272049877315e-05,0.262890625,0.0772284954868321,0.05964078086562391
2326,2326,0.0445765230312035,6.331375636186109e-06,0.2628221817235095,0.0770155858052249,0.05947333645278636
2500,2500,0.0448241703813769,5.508038768576057e-06,0.2628392892013279,0.0769494641992962,0.059429143239481674
2271,2271,0.0445765230312035,6.959869280100346e-06,0.2628221817235095,0.0769418874107521,0.059420407945993875
2139,2139,0.0440812283308568,4.83282232894074e-06,0.2627879734478719,0.0768207177600816,0.059326139593522335
2492,2492,0.0440812283308568,5.161481668055142e-06,0.2627879734478719,0.076377277379255,0.05900705492896351
2354,2354,0.0438335809806835,4.84681980959418e-06,0.2627708726491833,0.0760109825376081,0.05873981832433753
2600,2600,0.0450718177315502,8.141744068717398e-06,0.2628563989063924,0.0758289968933585,0.05862655110300174
2395,2395,0.0443288756810302,1.8806028525496173e-05,0.2628050764725024,0.0757402652303627,0.05855332684313651
2339,2339,0.0450718177315502,1.0374387221676618e-05,0.2628563989063924,0.0756717835693657,0.05851356366684368
2381,2381,0.0435859336305101,5.53723316887913e-06,0.2627537740760021,0.0756062171683842,0.058444816834796624
