S+,S-,C
0.00858402702406675,0.030931111254017422,0.7827661145038277
0.008972842523742601,0.03225214961261458,0.7823445910174167
0.009334260991499047,0.03051578330009262,0.7657653546581233
0.01126217034431622,0.03170190298050995,0.737870051119931
0.01082809881950776,0.029570310728228834,0.7319672001762152
0.01069214229378021,0.02903433627400716,0.7308560265281091
0.011006244360240064,0.029075760255497313,0.7254068386609913
0.010839967338817856,0.028024409798373756,0.7210821802044409
0.010967047442378062,0.027540942396892983,0.7152007287798311
0.012843874460593763,0.030526265777418505,0.7038544401722594
0.014239421212976052,0.032833866453770094,0.6975052748857571
0.01210795356135081,0.026659573486129795,0.6876779489565695
0.012068947725254896,0.026402358133025675,0.6862870272791333
0.012361303323001789,0.02641277852218021,0.681196749613356
0.013451391138635681,0.02837951919328931,0.6784341762610484
0.014067852527302253,0.028704864967165712,0.6711022036623759
0.013621200653129608,0.025811415885347484,0.6545702048496205
0.014036640414996221,0.02654894609401531,0.6541471585761226
0.015696784445803795,0.029322703292087488,0.6513335616524046
0.015559932844375794,0.028880430557818353,0.6498693607980812
0.014251098472573975,0.026271854368538218,0.6483203351825918
0.016022290870658335,0.02851570559678309,0.640255688592299
0.01721410218394071,0.029176325645716143,0.6289298678781329
0.015191523963650654,0.025125311765080763,0.623196521029934
0.016073205229932278,0.02582504183513531,0.6163752339096493
0.01566284078424524,0.02417901754162911,0.6068747432377325
0.01668298629352221,0.025721071664107215,0.6065709958657253
0.018182592265759866,0.02784039267931576,0.6049236639592328
0.015548887628190929,0.02356715001328058,0.602493284961314
0.015776958938435875,0.02370112632030465,0.6003615971992252
0.016582105236320692,0.02461710893412224,0.5975140407358304
0.016657478877147306,0.02454440446131291,0.5957107411738567
0.016328560102693918,0.023588143773477184,0.5909341574557836
0.018576253536349892,0.025696042697029506,0.5804090793387807
0.016265880377156948,0.022494424972108674,0.5803469495251246
0.016389339525961645,0.022540050841551532,0.578998299967249
0.01752625918186713,0.023746909036178692,0.5753594904739069
0.016569113293777065,0.02242264666769675,0.5750611588153923
0.01735938906002221,0.02343060165287324,0.5744203723357513
0.017929367525989028,0.023541592747226496,0.5676645197538649
0.019558674871566897,0.025193778880443017,0.5629586037907814
0.017170068548138347,0.021360947230882568,0.5543831845334588
0.018450739281824082,0.022725934378637277,0.5519128272971491
0.018323436062527138,0.022453238933401634,0.5506392793341638
0.01748463631296447,0.020998974296290877,0.5456601905030346
0.019590589239779077,0.023107388256062705,0.5411822669659953
0.018250653305615178,0.020966664910563534,0.5346277069479459
0.021097567012526294,0.024096186557977853,0.5331751548449454
0.01972310164730679,0.022128756255289463,0.5287401172676905
0.018133152195188237,0.020338215378593986,0.5286584975069677
0.020133198342158036,0.022186036874862588,0.5242542016907588
0.018607476972639887,0.020421898255117615,0.5232443034495121
0.02121705974096347,0.022754059034952815,0.5174773730664227
0.01905990244156904,0.019409243465695693,0.504540535224889
0.019866273821509524,0.019997351690820463,0.5016440786258942
0.02113074152288261,0.02098036671844417,0.49821454705517737
0.019389454258323002,0.019239033262387167,0.4980529784416851
0.020024962129951175,0.019221733211202862,0.48976692289928875
0.019827512812987728,0.01869650840261326,0.4853207897996322
0.02002870044566076,0.018726940513318458,0.48320554246902864
0.02007550998041584,0.01858056225494686,0.48066348132362247
0.020945188987020188,0.018966161621566963,0.47520721129107285
0.023573058266152747,0.0212328956336402,0.4738855840705206
0.020746029859839654,0.01845267303276752,0.4707470316893489
0.020820763561573967,0.018512778218113334,0.4706613587407411
0.021034029828972973,0.018598804402128667,0.46927767753569744
0.021025805546321153,0.018058220047576432,0.462035825971723
0.020974753037836746,0.017614733606769607,0.45646457463905177
0.02127994994583306,0.01784339519524089,0.45608050975446535
0.02109136928881327,0.017387714651124174,0.45187444374364283
0.021444216977704968,0.01719011317466144,0.4449439942886786
0.021621478375546604,0.017053139449534245,0.44093879677526193
0.02328551782264229,0.017349978216073144,0.4269660741816211
0.022919606631495358,0.016787196699584644,0.4227788512616093
0.02228663822722678,0.01621151549899369,0.42109851849732444
0.022409350351831274,0.01615072303616747,0.41884575461399787
0.023151974668596864,0.016411782864613648,0.41481860894626377
0.023191266131598123,0.016424478686724166,0.41459472141813275
0.02351199598954989,0.01635144725284403,0.4101865248673404
0.022847236423630443,0.015567133501488424,0.40524245306726203
0.023484335943281604,0.015552480622730423,0.3984054538983954
0.023703322879926818,0.015498238684927146,0.39534748276002457
0.02410785195309695,0.014939886661376547,0.38260568195462424
0.024042827006319042,0.014682743438154925,0.37914853854012404
0.024836264803514838,0.014868575823367714,0.3744776603712344
0.024747552105473157,0.014731094281361191,0.3731408148348732
0.02470532124019257,0.014101381231764512,0.3633748897359832
0.024714934329140816,0.01384689050985049,0.35908286414519935
0.025298812909006707,0.014091705519306616,0.35774359113734605
0.0247524359318422,0.013669101041060418,0.3557666381410187
0.02506667937306133,0.013539923005483451,0.3507152189338506
0.024981041587646045,0.013465452647068764,0.35023876468066345
0.025346461285929576,0.013623316652302141,0.3495867149639783
0.026569503569195456,0.014052818887430192,0.3459383422116016
0.026404059784097437,0.013767396693481945,0.3427158958293147
0.025855134023044832,0.012823646048083226,0.33154215372101387
0.02666828497106515,0.012519005373422331,0.3194659611157165
0.026301122482852938,0.012232110817560446,0.31744314634062176
0.026434082811516022,0.012223341596025424,0.316196481875312
0.027310251113974914,0.012464088227895614,0.3133700882059565
0.028177051108795596,0.012844631246270504,0.3131181002059565
0.026663398926746726,0.012139996250370743,0.3128591246966387
0.02698007820780064,0.01226065175550656,0.31244708666151516
0.026755908246245446,0.011976247875205267,0.3092068470872593
0.02694119248301238,0.012053471378682012,0.30910566177549464
0.027583906712831743,0.011581315699803725,0.29570407076425453
0.02865964769622412,0.011554571556275196,0.2873255224408485
0.02749892601870007,0.011058968825569893,0.28681464250669153
0.028026421291136947,0.011051004058223794,0.2827976500351647
0.029238915760253774,0.00974811590484578,0.25003483180208635
0.029230933958030676,0.009473577359736371,0.24476674778186877
0.03177896899469521,0.00851233756581239,0.21126983194324955
0.03164692523913696,0.007489453230366853,0.19136807040546305
0.03301427005160353,0.006957871572954043,0.17406802063063226
0.036539417265201206,0.0034021794630932564,0.08517885467215602
