S+,S-,C
0.003826210779054407,0.15979096840263257,0.9766148591597119
0.0062331593947794525,0.15438749908926686,0.9611932894958306
0.02346687744709991,0.1368914315102716,0.8536597348794805
0.02558368851015372,0.1350612665778412,0.8407439032483778
0.04414929739415524,0.11607430783186541,0.7244519786464941
0.049413351435494725,0.11066252740767905,0.691312946131597
0.050978405735615434,0.10908545221132274,0.6815120765581261
0.054783751496529524,0.10524613615441336,0.6576655004843607
0.05522234207080758,0.10489895356203383,0.6551218134192932
0.059275487474871616,0.10075113098279569,0.6295898267040363
0.059683950532421856,0.10037289541238742,0.6271077929837374
0.06608810383737845,0.09405370178695933,0.5873151075091
0.06710794108636726,0.09294714454569593,0.5807197202053553
0.06742903372543718,0.09263941468330555,0.5787487515762395
0.06822124793397424,0.09183015645397397,0.5737541435836894
0.06890679186357722,0.09115560638425656,0.5695004409662481
0.07033885906345005,0.08989271201958911,0.5610174787152445
0.0724455693898726,0.08769117291581166,0.547601828619808
0.07694627949902347,0.08322567222349235,0.5196020359898823
0.07997295254569463,0.08005501536493419,0.5002564014912861
0.0802600450160259,0.07992896167300441,0.4989665853173551
0.08072728031158877,0.07936917832468589,0.49575848835610925
0.08245808388920979,0.0775701542309624,0.48472791516152036
0.08248287203437735,0.07754815139520338,0.484581987500238
0.08330463963264968,0.07674478885634517,0.47950679724933987
0.08496562753961462,0.07516146434957251,0.4693863072314244
0.08576583346435256,0.07426462073744844,0.46406554994713406
0.08679443958319322,0.07327207880365588,0.4577601833418515
0.08873071453025154,0.07168271689722062,0.44686231233467866
0.08875479837095888,0.07126659911945284,0.4453566850253451
0.08902153277926242,0.07100380328966875,0.4437035099184779
0.09019755593158192,0.06990747096934093,0.4366350783764053
0.09219537254094844,0.06784125642481878,0.42391080631503697
0.09456764550646966,0.06546912224071455,0.40908800622703434
0.09589905732503892,0.06424863440742183,0.40118364312583543
0.09613078104409556,0.06389070008563004,0.3992632716218604
0.09638605236354927,0.06387703860892757,0.3985761052112594
0.09660491265075562,0.06343272389144153,0.39636128889416716
0.09744453182439577,0.06274268305590631,0.3916834630203791
0.09756758017501149,0.06269315449442134,0.39119472791471643
0.0991772181548019,0.06132931452799302,0.3820985570051322
0.100196075321639,0.06019621579963888,0.3753061657690427
0.10034521356585588,0.05969462322949313,0.37299852602216566
0.10046238870071937,0.05955860123319198,0.3721924308666612
0.1012642763446044,0.058769036345776404,0.3672300182867418
0.10128804160932256,0.0587412303010881,0.36706553494771416
0.10148191974696642,0.05863797711525727,0.366212933335279
0.10226737358414298,0.057941483915775346,0.3616621753625881
0.10247512862865955,0.057626234790810776,0.3599359403319279
0.10450579530809981,0.0555173971663907,0.3469334432584877
0.10474643337453475,0.05528301525197669,0.34545526293101386
0.10671562185105236,0.05380468517500783,0.33518927400427123
0.10676039386404429,0.053357074014196676,0.3332370585248781
0.10984937843890082,0.05017437182678051,0.3135432818158424
0.11074260747539882,0.049350125232687884,0.30825962176979615
0.11311967783352872,0.04735801492094342,0.2951065291884542
0.11356325678917076,0.04743740087547595,0.29464103789119167
0.11349458555037903,0.04690996091340851,0.2924478261219283
0.11375654077594087,0.04665149461308309,0.29083016009729934
0.11409736842692648,0.046024851153249155,0.2874357554742976
0.11446516847125503,0.04556960444035046,0.2847481432395985
0.11518683104317334,0.04517625673805854,0.2817123152410748
0.11502459233269476,0.04499766642975774,0.28119629592627626
0.11560413395436323,0.04455072345781687,0.27817278962173203
0.11590829690703211,0.04414222830645029,0.27580183349958676
0.11909719267596762,0.04150332995364325,0.2584258710624584
0.11896453990818563,0.041119778705561924,0.2568632522013351
0.11939551348042163,0.04106255675044974,0.2559083297671961
0.11962656946445044,0.04079429060199879,0.254295423831421
0.11961654164826374,0.0407723390542948,0.25420926236094366
0.11954098472243951,0.04055194335664741,0.25330252774572587
0.11977285531289174,0.040296578129497586,0.2517443665720273
0.12118940802661192,0.039762691811593066,0.24704674155580447
0.12174799738654914,0.03915755138349268,0.24335737134494162
0.12125216957220201,0.03896978106604725,0.24322373376937356
0.12126944023224105,0.03877482367701668,0.24227562256777485
0.12141449158643472,0.03862872524431535,0.24136433901579377
0.12218574551504939,0.03832911611145498,0.23878858146257806
0.12254062167332176,0.037487535198616063,0.234255870537929
0.12270651462047054,0.03739722267448238,0.2335811974556654
0.1241615847929764,0.036811708671489626,0.22868208681842997
0.12390499497988887,0.03637499285406209,0.22694656610372563
0.12444545128688636,0.03569621994135566,0.22290400535710408
0.12565436212558057,0.03440753820168968,0.21496394914304012
0.12771024126806893,0.03250561820952898,0.2028863953638376
0.12824458030533534,0.031973829768346555,0.1995640186021213
0.128144695449117,0.03192940281367187,0.1994663918784307
0.12860884737439415,0.031641860974445955,0.19745223781205817
0.13045641563906565,0.029630354721208965,0.18508934032791075
0.13112053508654142,0.028978750204532448,0.18100486927125664
0.13145784770010302,0.02874933322593204,0.17945096505508776
0.13287490707855998,0.028643523364934986,0.1773390398005108
0.13271967277894386,0.0275835210835873,0.1720709389436226
0.13354478427850516,0.026598251521757967,0.16609059138189677
0.1335777270017609,0.026463228207210726,0.16535285091654614
0.13567045201220992,0.025306346554798492,0.15720493127004534
0.13603441010737186,0.025266560120365412,0.15664233193819055
0.13506510695697188,0.025027815760273714,0.15633305542480208
0.13649854472609732,0.0244239977557907,0.15177486869833443
0.13700543226695838,0.023309243878075085,0.14539681854821376
0.13851406322932902,0.021684223709960537,0.13535864911076248
0.14013127324530544,0.021439924912660665,0.132696453062749
0.1392951187879701,0.02129262777160675,0.13259185851834182
0.14061974037777827,0.021369226505805444,0.131917789939131
0.13923497151373357,0.02092485604436233,0.13064984124544032
0.13929517449514658,0.02088236073900374,0.13037009658362853
0.14170543495385965,0.019388772508934938,0.12035673295958117
0.1415710406496768,0.018564807518092013,0.1159316151286894
0.1443966377932215,0.015974949815232873,0.0996120949693131
0.14647138047130434,0.015445422002102863,0.09539110065269217
0.1491485168754735,0.013534085219739986,0.08319319365090357
0.1476627450948237,0.012979231237267611,0.080796013181735
0.15259075940188857,0.008654420240390549,0.05367242766320393
0.15965750125253245,0.00755439728726921,0.045178586890280585
0.15506185642769496,0.0062131716062793505,0.03852531716795287
