Node,w_Node,DC,BC,CC,EC
1,1,0.10526315789473684,0.03248994918389481,0.42379182156133827,0.10650322939785117
2,2,0.10526315789473684,0.017621112680095283,0.41304347826086957,0.09638542911769846
3,3,0.09649122807017543,0.01066386944940908,0.4028268551236749,0.10119022701509157
4,4,0.09649122807017543,0.011831150859850472,0.397212543554007,0.10653182761728124
5,5,0.09649122807017543,0.022213447427560137,0.42379182156133827,0.10379098941449916
6,6,0.09649122807017543,0.0075893356814986605,0.38513513513513514,0.10448167733829594
7,7,0.08771929824561403,0.007354298482007652,0.3877551020408163,0.08336777335484145
8,8,0.09649122807017543,0.015475551922823374,0.397212543554007,0.08845985842435759
9,9,0.08771929824561403,0.006438559060854569,0.3958333333333333,0.09913706039114366
10,10,0.09649122807017543,0.010095341327721365,0.3958333333333333,0.08141805949050633
11,11,0.07894736842105263,0.008619870213633488,0.3917525773195876,0.0755966789718873
12,12,0.08771929824561403,0.013952929320212783,0.40860215053763443,0.09410449094935792
13,13,0.10526315789473684,0.018819414499005812,0.4222222222222222,0.11370347792666843
14,14,0.09649122807017543,0.01778327242869339,0.41304347826086957,0.09337865264768183
15,15,0.09649122807017543,0.010660261265228406,0.3825503355704698,0.07951282904057867
16,16,0.09649122807017543,0.009130695528918065,0.3944636678200692,0.08603421757032984
17,17,0.09649122807017543,0.011443177305595334,0.397212543554007,0.09054271208658633
18,18,0.08771929824561403,0.010379976482942584,0.397212543554007,0.07561031288087337
19,19,0.09649122807017543,0.017157286536913383,0.40425531914893614,0.09147165667112427
20,20,0.08771929824561403,0.01828733781038952,0.40425531914893614,0.08171522119544757
21,21,0.08771929824561403,0.013536271209453072,0.3904109589041096,0.08174545556712046
22,22,0.08771929824561403,0.004371887628309955,0.3864406779661017,0.08192080144470822
23,23,0.09649122807017543,0.008957088213405549,0.3917525773195876,0.0872700108595555
24,24,0.10526315789473684,0.013122497053431072,0.40714285714285714,0.11626189945612071
25,25,0.10526315789473684,0.02307009885684561,0.42066420664206644,0.10624954486445579
26,26,0.10526315789473684,0.01968128436895882,0.4253731343283582,0.11285571635753366
27,27,0.09649122807017543,0.01729136342995468,0.42066420664206644,0.10599493440730601
28,28,0.08771929824561403,0.007074447857815541,0.38513513513513514,0.07663083900658142
29,29,0.10526315789473684,0.020895265847707085,0.42379182156133827,0.11630287637595103
30,30,0.09649122807017543,0.01510233078600516,0.40569395017793597,0.11005250319786304
31,31,0.09649122807017543,0.01520264908239681,0.41155234657039713,0.10194484906088369
32,32,0.09649122807017543,0.020365117971128537,0.4175824175824176,0.10645041383760032
33,33,0.09649122807017543,0.016295178668676143,0.41007194244604317,0.10099290025784832
34,34,0.09649122807017543,0.010169665340926906,0.4,0.1043671410931404
35,35,0.09649122807017543,0.011781046708853004,0.4028268551236749,0.10650148529261808
36,36,0.09649122807017543,0.02049815993287542,0.42696629213483145,0.10502793880591038
37,37,0.10526315789473684,0.010660982082613544,0.3838383838383838,0.10227246540146041
38,38,0.08771929824561403,0.011400348520391545,0.4028268551236749,0.07986799659559272
39,39,0.08771929824561403,0.017003369986679725,0.3986013986013986,0.07091526556639005
40,40,0.09649122807017543,0.013982681992917629,0.3986013986013986,0.10296488168750807
41,41,0.08771929824561403,0.009851352698010494,0.397212543554007,0.09286230069136646
42,42,0.08771929824561403,0.02882282342077093,0.4367816091954023,0.07914558591256807
43,43,0.09649122807017543,0.011509807147482303,0.40569395017793597,0.10332061037276571
44,44,0.09649122807017543,0.00743251292651829,0.38513513513513514,0.10214329652983055
45,45,0.08771929824561403,0.01592735384829189,0.4014084507042254,0.09032380860564541
46,46,0.07894736842105263,0.01817205827359323,0.40860215053763443,0.0701104990950927
47,47,0.09649122807017543,0.02413941977644928,0.4222222222222222,0.08927304875736314
48,48,0.08771929824561403,0.0030021221558908604,0.35403726708074534,0.10098968033185533
49,49,0.08771929824561403,0.006907991485590175,0.38127090301003347,0.09025788224189647
50,50,0.07017543859649122,0.0103852848761511,0.3958333333333333,0.05890326857988344
51,51,0.09649122807017543,0.014140295421898298,0.3877551020408163,0.0962110421218912
52,52,0.08771929824561403,0.010360655316940269,0.3986013986013986,0.09159546710160621
53,53,0.10526315789473684,0.014563035979091631,0.4014084507042254,0.12072375014454016
54,54,0.09649122807017543,0.014876854560096128,0.41007194244604317,0.10920929047838854
55,55,0.09649122807017543,0.010703577458606348,0.40714285714285714,0.10438478125077644
56,56,0.09649122807017543,0.011734000737586283,0.3931034482758621,0.08877237804813277
57,57,0.07894736842105263,0.008033939555272972,0.3931034482758621,0.06817342660723884
58,58,0.09649122807017543,0.005008648931669306,0.36075949367088606,0.10781145990002307
59,59,0.09649122807017543,0.022126807176414874,0.397212543554007,0.1099687692352205
60,60,0.09649122807017543,0.00673252580400676,0.36774193548387096,0.11032339044451621
61,61,0.09649122807017543,0.010756799902972795,0.3917525773195876,0.11018711699727454
62,62,0.09649122807017543,0.008117245702971869,0.38513513513513514,0.11990229488965838
63,63,0.09649122807017543,0.011900534557201973,0.3917525773195876,0.11006654691110675
64,64,0.09649122807017543,0.0055228460021386275,0.3665594855305466,0.10430487148702823
65,65,0.09649122807017543,0.03353295672662947,0.4222222222222222,0.1009153462732208
66,66,0.09649122807017543,0.007515885504833703,0.3825503355704698,0.11119849038833504
67,67,0.09649122807017543,0.014904553335899984,0.3944636678200692,0.10424838995592446
68,68,0.08771929824561403,0.020700224631586824,0.42379182156133827,0.08031930443204503
69,69,0.07894736842105263,0.014372027035004974,0.3986013986013986,0.0743422682912174
70,70,0.08771929824561403,0.010144133783987274,0.3904109589041096,0.07111456568033118
71,71,0.09649122807017543,0.016601996603909323,0.41155234657039713,0.08178931955802217
72,72,0.09649122807017543,0.00849294611602445,0.38,0.07512079745044921
73,73,0.09649122807017543,0.008025924976628358,0.37623762376237624,0.07681728596169583
74,74,0.07017543859649122,0.013206024770572686,0.4014084507042254,0.05614425482802738
75,75,0.09649122807017543,0.025186801970868828,0.40425531914893614,0.08048860896825336
